GeneID	nReads	ftype
SLC38A10	2066	inex
SLC38A2	6902	inex
SLC38A3	407	inex
SLC38A5	246	inex
SLC38A6	514	inex
SLC38A7	209	inex
SLC38A8	246	inex
SLC38A9	608	inex
SLC39A1	22	inex
SLC39A10	806	inex
SLC39A11	788	inex
SLC39A13	124	inex
SLC39A14	570	inex
SLC39A2	345	inex
SLC39A3	341	inex
SLC39A4	33	inex
SLC39A5	121	inex
SLC39A6	1535	inex
SLC39A7	2	inex
SLC39A8	126	inex
SLC39A9	505	inex
SLC3A1	34	inex
SLC3A2	1452	inex
SLC40A1	361	inex
SLC41A1	880	inex
SLC41A2	1404	inex
SLC41A3	61	inex
SLC43A1	48	inex
SLC43A2	54	inex
SLC43A3	115	inex
SLC44A1	2066	inex
SLC44A2	4151	inex
SLC44A3	198	inex
SLC44A4	55	inex
SLC44A5	4082	inex
SLC45A1	248	inex
SLC45A2	5	inex
SLC45A3	155	inex
SLC45A4	2813	inex
SLC46A2	117	inex
SLC46A3	133	inex
SLC48A1	896	inex
SLC49A3	327	inex
SLC49A4	646	inex
SLC4A1	31	inex
SLC4A10	5935	inex
SLC4A11	176	inex
SLC4A2	117	inex
SLC4A3	1361	inex
SLC4A4	1162	inex
SLC4A5	202	inex
SLC4A7	2328	inex
SLC4A8	2688	inex
SLC4A9	56	inex
SLC50A1	21	inex
SLC51A	6	inex
SLC52A3	39	inex
SLC5A1	10	inex
SLC5A10	117	inex
SLC5A11	818	inex
SLC5A12	195	inex
SLC5A2	22	inex
SLC5A3	1635	inex
SLC5A5	8	inex
SLC5A6	457	inex
SLC5A7	12474	inex
SLC5A9	13	inex
SLC66A1	73	inex
SLC66A2	1001	inex
SLC66A3	60	inex
SLC6A1	1042	inex
SLC6A13	300	inex
SLC6A14	27	inex
SLC6A15	4246	inex
SLC6A16	415	inex
SLC6A17	3984	inex
SLC6A19	8	inex
SLC6A2	27	inex
SLC6A20	238	inex
SLC6A4	10	inex
SLC6A5	3562	inex
SLC6A6	4138	inex
SLC6A7	17	inex
SLC6A8	709	inex
SLC6A9	1173	inex
SLC7A1	692	inex
SLC7A10	168	inex
SLC7A11	103	inex
SLC7A13	351	inex
SLC7A14	2096	inex
SLC7A2	689	inex
SLC7A3	96	inex
SLC7A4	38	inex
SLC7A5	2103	inex
SLC7A6OS	437	inex
SLC7A7	36	inex
SLC7A8	135	inex
SLC8A1	7847	inex
SLC8A2	120	inex
SLC8A3	1723	inex
SLC8B1	44	inex
SLC9A1	622	inex
SLC9A3R1	478	inex
SLC9A3R2	2454	inex
SLC9A4	127	inex
SLC9A6	2303	inex
SLC9A7	2773	inex
SLC9A8	839	inex
SLC9A9	700	inex
SLCO1A2	24	inex
SLCO2A1	23	inex
SLCO2B1	85	inex
SLCO3A1	841	inex
SLCO4A1	474	inex
SLCO4C1	64	inex
SLCO5A1	468	inex
SLF1	1512	inex
SLF2	899	inex
SLFNL1	322	inex
SLIT1	1852	inex
SLIT2	17367	inex
SLIT3	70747	inex
SLITRK1	1187	inex
SLITRK2	173	inex
SLITRK3	1032	inex
SLITRK4	1541	inex
SLITRK5	701	inex
SLITRK6	226	inex
SLK	1996	inex
SLN	3	inex
SLTM	1062	inex
SLU7	2023	inex
SLX4	278	inex
SMAD1	559	inex
SMAD3	1080	inex
SMAD4	746	inex
SMAD5	359	inex
SMAD6	77	inex
SMAD7	466	inex
SMAD9	1929	inex
SMAP1	2596	inex
SMAP2	944	inex
SMARCA1	993	inex
SMARCA2	2687	inex
SMARCA4	2150	inex
SMARCA5	1059	inex
SMARCAD1	1071	inex
SMARCAL1	430	inex
SMARCB1	1326	inex
SMARCC1	454	inex
SMARCC2	976	inex
SMARCD1	1497	inex
SMARCD2	450	inex
SMARCD3	235	inex
SMARCE1	2219	inex
SMC1A	945	inex
SMC1B	164	inex
SMC3	3850	inex
SMC4	216	inex
SMC5	621	inex
SMC6	892	inex
SMCHD1	2050	inex
SMCO1	2	inex
SMCR8	86	inex
SMDT1	919	inex
SMG1	962	inex
SMG5	208	inex
SMG6	101	inex
SMG7	874	inex
SMG8	337	inex
SMG9	714	inex
SMIM11A	566	inex
SMIM12	453	inex
SMIM13	1157	inex
SMIM14	354	inex
SMIM15	686	inex
SMIM18	1149	inex
SMIM24	16	inex
SMIM27	150	inex
SMIM28	57	inex
SMIM29	1328	inex
SMIM3	113	inex
SMIM32	173	inex
SMIM35	119	inex
SMIM4	1219	inex
SMIM43	26	inex
SMIM5	18	inex
SMIM7	1431	inex
SMIM8	50	inex
SMKR1	88	inex
SMNDC1	1225	inex
SMO	6	inex
SMOC1	548	inex
SMOC2	551	inex
SMOX	361	inex
SMPD1	143	inex
SMPD2	125	inex
SMPD3	2246	inex
SMPD4	163	inex
SMPDL3B	100	inex
SMPX	23	inex
SMS	3824	inex
SMTN	138	inex
SMTNL1	63	inex
SMTNL2	9	inex
SMU1	610	inex
SMURF1	1168	inex
SMURF2	989	inex
SMYD1	98	inex
SMYD2	1977	inex
SMYD3	995	inex
SMYD4	43	inex
SMYD5	73	inex
SNAI1	126	inex
SNAI2	66	inex
SNAI3	33	inex
SNAP23	370	inex
SNAP25	50572	inex
SNAP29	722	inex
SNAP47	84	inex
SNAP91	6862	inex
SNAPC1	733	inex
SNAPC2	217	inex
SNAPC3	470	inex
SNAPC4	67	inex
SNAPC5	498	inex
SNAPIN	658	inex
SNCA	928	inex
SNCB	4052	inex
SNCG	26390	inex
SND1	632	inex
SNED1	782	inex
SNF8	746	inex
SNIP1	322	inex
SNN	409	inex
SNORC	910	inex
SNPH	371	inex
SNRK	2947	inex
SNRNP200	1617	inex
SNRNP25	2046	inex
SNRNP27	1060	inex
SNRNP35	188	inex
SNRNP40	197	inex
SNRNP48	329	inex
SNRNP70	2750	inex
SNRPA	280	inex
SNRPA1	661	inex
SNRPB2	650	inex
SNRPC	210	inex
SNRPD1	2854	inex
SNRPD2	2692	inex
SNRPD3	1858	inex
SNRPE	973	inex
SNRPF	943	inex
SNRPG	1690	inex
SNTA1	159	inex
SNTB1	592	inex
SNTB2	166	inex
SNTG1	3523	inex
SNTG2	1295	inex
SNTN	2	inex
SNU13	754	inex
SNUPN	184	inex
SNW1	1569	inex
SNX1	458	inex
SNX10	2896	inex
SNX11	451	inex
SNX12	1270	inex
SNX13	4632	inex
SNX14	1047	inex
SNX15	22	inex
SNX16	327	inex
SNX17	853	inex
SNX18	357	inex
SNX19	341	inex
SNX2	980	inex
SNX22	132	inex
SNX24	1233	inex
SNX25	1466	inex
SNX27	223	inex
SNX29	915	inex
SNX3	654	inex
SNX30	604	inex
SNX31	302	inex
SNX33	92	inex
SNX4	832	inex
SNX6	793	inex
SNX7	1321	inex
SNX8	260	inex
SNX9	456	inex
SOAT1	1886	inex
SOCS1	150	inex
SOCS2	41	inex
SOCS3	816	inex
SOCS4	138	inex
SOCS5	666	inex
SOCS6	740	inex
SOCS7	65	inex
SOD1	7453	inex
SOD2	4477	inex
SOD3	70	inex
SOGA1	2118	inex
SOGA3	3001	inex
SON	10493	inex
SORBS1	3136	inex
SORBS2	5512	inex
SORBS3	914	inex
SORCS1	1325	inex
SORCS2	1444	inex
SORD	794	inex
SORT1	2960	inex
SOS1	1557	inex
SOS2	666	inex
SOST	139	inex
SOWAHA	37	inex
SOWAHC	307	inex
SOWAHD	48	inex
SOX1	25	inex
SOX10	571	inex
SOX11	312	inex
SOX13	287	inex
SOX17	32	inex
SOX18	2	inex
SOX2	431	inex
SOX3	1	inex
SOX30	149	inex
SOX4	196	inex
SOX5	900	inex
SOX6	1223	inex
SOX7	90	inex
SOX8	219	inex
SOX9	575	inex
SP1	1164	inex
SP2	525	inex
SP3	744	inex
SP4	663	inex
SP5	1	inex
SP6	26	inex
SP7	86	inex
SP8	6	inex
SPA17	1272	inex
SPACA1	65	inex
SPACA6	84	inex
SPACA9	179	inex
SPAG1	2102	inex
SPAG16	1400	inex
SPAG5	27	inex
SPAG6	357	inex
SPAG7	17	inex
SPAG9	4469	inex
SPART	1190	inex
SPAST	1526	inex
SPATA1	51	inex
SPATA13	765	inex
SPATA16	129	inex
SPATA17	262	inex
SPATA18	176	inex
SPATA19	43	inex
SPATA2	388	inex
SPATA20	1268	inex
SPATA24	11	inex
SPATA2L	21	inex
SPATA4	432	inex
SPATA45	281	inex
SPATA48	800	inex
SPATA5	1366	inex
SPATA5L1	241	inex
SPATA6	801	inex
SPATA6L	143	inex
SPATA7	1202	inex
SPATC1	32	inex
SPATC1L	34	inex
SPATS2	663	inex
SPATS2L	283	inex
SPC24	181	inex
SPC25	35	inex
SPCS1	2621	inex
SPCS2	230	inex
SPCS3	1124	inex
SPDEF	23	inex
SPDL1	445	inex
SPDYA	155	inex
SPDYC	2	inex
SPECC1	541	inex
SPECC1L	1125	inex
SPEF1	29	inex
SPEF2	1691	inex
SPEG	369	inex
SPEGNB	1	inex
SPEN	981	inex
SPG11	677	inex
SPG21	562	inex
SPG7	912	inex
SPHK1	190	inex
SPHK2	210	inex
SPI1	268	inex
SPIB	40	inex
SPIC	3	inex
SPIDR	660	inex
SPIN1	3585	inex
SPINDOC	609	inex
SPINK2	593	inex
SPINT1	398	inex
SPINT2	31	inex
SPIRE1	2341	inex
SPIRE2	637	inex
SPN	35	inex
SPNS1	477	inex
SPO11	203	inex
SPOCD1	167	inex
SPOCK2	31384	inex
SPOCK3	1176	inex
SPON1	1661	inex
SPON2	16	inex
SPOPL	298	inex
SPOUT1	67	inex
SPP1	33287	inex
SPPL2A	1079	inex
SPPL2B	478	inex
SPPL3	859886	inex
SPR	310	inex
SPRED1	2083	inex
SPRED2	228	inex
SPRED3	171	inex
SPRING1	941	inex
SPRN	268	inex
SPRTN	244	inex
SPRY1	142	inex
SPRY2	286	inex
SPRY3	36	inex
SPRY4	207	inex
SPRYD3	1216	inex
SPRYD4	158	inex
SPRYD7	1253	inex
SPSB1	61	inex
SPSB3	301	inex
SPSB4	3451	inex
SPTAN1	15021	inex
SPTB	3752	inex
SPTBN1	25453	inex
SPTBN2	1430	inex
SPTBN4	251	inex
SPTBN5	213	inex
SPTLC1	1957	inex
SPTLC2	1459	inex
SPTLC3	52	inex
SPTSSA	593	inex
SPTSSB	507	inex
SPTY2D1	496	inex
SPX	28	inex
SQLE	1898	inex
SQOR	147	inex
SQSTM1	1393	inex
SRA1	444	inex
SRBD1	1068	inex
SRC	1611	inex
SRCIN1	6692	inex
SRD5A1	259	inex
SRD5A2	312	inex
SRD5A3	118	inex
SREBF1	482	inex
SREBF2	672	inex
SREK1	2982	inex
SREK1IP1	834	inex
SRF	874	inex
SRFBP1	513	inex
SRGAP1	4099	inex
SRGAP2	2593	inex
SRGAP3	4282	inex
SRGN	9	inex
SRI	3089	inex
SRL	307	inex
SRM	46	inex
SRMS	54	inex
SRP14	3285	inex
SRP19	1077	inex
SRP54	929	inex
SRP68	603	inex
SRP72	911	inex
SRP9	493	inex
SRPK1	1660	inex
SRPK2	1748	inex
SRPK3	321	inex
SRPRA	790	inex
SRPRB	1108	inex
SRPX	206	inex
SRPX2	62	inex
SRRD	105	inex
SRRM1	2005	inex
SRRM2	3224	inex
SRRM3	2883	inex
SRRM4	212	inex
SRRT	82	inex
SRSF1	999	inex
SRSF10	924	inex
SRSF11	1656	inex
SRSF12	633	inex
SRSF2	1129	inex
SRSF3	906	inex
SRSF4	825	inex
SRSF6	950	inex
SRSF7	240	inex
SRSF9	881	inex
SRXN1	37	inex
SS18	350	inex
SS18L1	258	inex
SS18L2	603	inex
SSB	3200	inex
SSBP1	787	inex
SSBP2	4010	inex
SSBP3	2372	inex
SSBP4	693	inex
SSC4D	6	inex
SSH1	8	inex
SSH3	454	inex
SSMEM1	1	inex
SSNA1	271	inex
SSPN	123	inex
SSR1	1519	inex
SSR2	479	inex
SSR3	932	inex
SSR4	2010	inex
SSRP1	824	inex
SSTR2	27	inex
SSTR5	24	inex
SSU72	579	inex
ST13	4154	inex
ST14	442	inex
ST18	787	inex
ST3GAL1	1810	inex
ST3GAL2	993	inex
ST3GAL3	1564	inex
ST3GAL4	711	inex
ST3GAL5	432	inex
ST3GAL6	583	inex
ST6GAL1	5	inex
ST6GAL2	1001	inex
ST6GALNAC1	56	inex
ST6GALNAC2	314	inex
ST6GALNAC3	835	inex
ST6GALNAC4	305	inex
ST6GALNAC5	1001	inex
ST6GALNAC6	2001	inex
ST7	2010	inex
ST7L	641	inex
ST8SIA1	1639	inex
ST8SIA2	10	inex
ST8SIA3	569	inex
ST8SIA4	369	inex
ST8SIA5	1594	inex
ST8SIA6	581	inex
STAB1	402	inex
STAB2	290	inex
STAC	203	inex
STAC2	4379	inex
STAC3	137	inex
STAG1	2637	inex
STAG2	1485	inex
STAG3	70	inex
STAM	1883	inex
STAM2	1564	inex
STAMBPL1	388	inex
STAP2	82	inex
STAR	115	inex
STARD10	115	inex
STARD13	1714	inex
STARD3	1511	inex
STARD3NL	2140	inex
STARD4	769	inex
STARD5	242	inex
STARD6	143	inex
STARD7	74	inex
STARD9	4344	inex
STAT1	1532	inex
STAT2	695	inex
STAT3	3480	inex
STAT4	127	inex
STAT6	193	inex
STAU1	8990	inex
STAU2	1834	inex
STBD1	137	inex
STC1	596	inex
STC2	152	inex
STEAP1	59	inex
STEAP2	2451	inex
STEAP3	121	inex
STEAP4	155	inex
STEEP1	516	inex
STIL	118	inex
STIM1	989	inex
STIM2	1012	inex
STIP1	1813	inex
STK10	312	inex
STK11	1681	inex
STK16	1085	inex
STK17A	1537	inex
STK17B	262	inex
STK19	277	inex
STK24	1300	inex
STK25	210	inex
STK26	345	inex
STK3	1185	inex
STK31	571	inex
STK32A	3293	inex
STK32C	1056	inex
STK33	135	inex
STK35	94	inex
STK36	84	inex
STK38	571	inex
STK38L	286	inex
STK39	4185	inex
STK4	807	inex
STK40	485	inex
STKLD1	49	inex
STMN1	2709	inex
STMN2	23178	inex
STMN3	3556	inex
STMN4	839	inex
STMP1	1176	inex
STN1	616	inex
STOML2	245	inex
STON1	343	inex
STON2	600	inex
STOX1	259	inex
STOX2	1981	inex
STPG1	104	inex
STPG2	124	inex
STPG3	3	inex
STPG4	788	inex
STRA6	1	inex
STRA8	24	inex
STRADA	780	inex
STRADB	318	inex
STRIP1	2098	inex
STRIP2	109	inex
STRN	2814	inex
STRN3	1806	inex
STRN4	157	inex
STT3A	852	inex
STT3B	2805	inex
STUB1	499	inex
STUM	95	inex
STX10	179	inex
STX11	355	inex
STX12	2200	inex
STX16	790	inex
STX17	138	inex
STX18	2125	inex
STX19	97	inex
STX1A	409	inex
STX1B	5375	inex
STX2	199	inex
STX3	249	inex
STX4	211	inex
STX5	104	inex
STX6	1323	inex
STX7	1540	inex
STX8	967	inex
STXBP1	2061	inex
STXBP2	147	inex
STXBP3	2416	inex
STXBP4	639	inex
STXBP5	5138	inex
STXBP5L	3038	inex
STXBP6	855	inex
STYX	427	inex
STYXL1	148	inex
STYXL2	2	inex
SUB1	1810	inex
SUCLA2	2849	inex
SUCLG1	1519	inex
SUCLG2	724	inex
SUCNR1	2	inex
SUCO	3054	inex
SUDS3	344	inex
SUFU	1314	inex
SUGCT	910	inex
SUGP1	466	inex
SUGP2	2406	inex
SUGT1	1573	inex
SULF1	819	inex
SULF2	3328	inex
SULT1A2	137	inex
SULT2B1	32	inex
SULT4A1	8605	inex
SUMF1	575	inex
SUMF2	138	inex
SUMO1	1369	inex
SUMO2	2745	inex
SUN1	1185	inex
SUN2	460	inex
SUN3	548	inex
SUOX	567	inex
SUPT16H	480	inex
SUPT20H	2167	inex
SUPT3H	4221	inex
SUPT4H1	958	inex
SUPT5H	355	inex
SUPT6H	163	inex
SUPT7L	467	inex
SUPV3L1	518	inex
SURF2	652	inex
SURF4	248	inex
SURF6	224	inex
SUSD1	48	inex
SUSD2	31	inex
SUSD3	61	inex
SUSD4	1566	inex
SUSD6	1086	inex
SUV39H1	62	inex
SUZ12	749	inex
SV2A	656	inex
SV2B	17245	inex
SV2C	7081	inex
SVIL	604	inex
SVOPL	122	inex
SWAP70	452	inex
SWI5	168	inex
SWSAP1	111	inex
SWT1	563	inex
SYAP1	921	inex
SYBU	2274	inex
SYCE2	136	inex
SYCE3	123	inex
SYCP1	54	inex
SYCP2	23	inex
SYCP2L	797	inex
SYCP3	520	inex
SYDE1	29	inex
SYDE2	942	inex
SYF2	904	inex
SYK	236	inex
SYMPK	60	inex
SYN1	902	inex
SYN2	6373	inex
SYN3	1641	inex
SYNC	133	inex
SYNDIG1	1845	inex
SYNDIG1L	811	inex
SYNE1	22025	inex
SYNE2	1243	inex
SYNE3	966	inex
SYNGAP1	184	inex
SYNGR1	1572	inex
SYNGR2	128	inex
SYNGR3	1316	inex
SYNGR4	91	inex
SYNJ1	5180	inex
SYNJ2	128	inex
SYNM	1437	inex
SYNPO	146	inex
SYNPO2	23	inex
SYNPO2L	72	inex
SYNPR	405	inex
SYNRG	1752	inex
SYPL1	3	inex
SYPL2	17	inex
SYS1	369	inex
SYT1	7728	inex
SYT10	173	inex
SYT11	6658	inex
SYT12	573	inex
SYT13	777	inex
SYT14	1197	inex
SYT16	705	inex
SYT17	787	inex
SYT2	27599	inex
SYT3	1162	inex
SYT4	451	inex
SYT5	193	inex
SYT7	848	inex
SYT9	246	inex
SYTL1	53	inex
SYTL2	116	inex
SYTL3	6	inex
SYTL4	32	inex
SYVN1	48	inex
SZRD1	128	inex
SZT2	416	inex
TAAR1	9	inex
TAAR2	3	inex
TAB1	792	inex
TAB2	693	inex
TAB3	1059	inex
TAC1	10264	inex
TAC3	44	inex
TACC1	3710	inex
TACC2	2409	inex
TACC3	47	inex
TACR2	246	inex
TACR3	73	inex
TACSTD2	2	inex
TADA1	439	inex
TADA2A	512	inex
TADA2B	268	inex
TADA3	191	inex
TAF1	388	inex
TAF10	602	inex
TAF11	1653	inex
TAF12	1045	inex
TAF13	1079	inex
TAF15	940	inex
TAF1A	306	inex
TAF1B	330	inex
TAF1C	8	inex
TAF1D	455	inex
TAF2	526	inex
TAF3	1002	inex
TAF4	260	inex
TAF4B	469	inex
TAF5	307	inex
TAF5L	61	inex
TAF6	320	inex
TAF6L	53	inex
TAF7L	157	inex
TAF8	168	inex
TAFA1	1164	inex
TAFA2	6013	inex
TAFA4	888	inex
TAFA5	1550	inex
TAGLN	38	inex
TAGLN2	129	inex
TAGLN3	7283	inex
TAL1	5	inex
TAL2	2	inex
TALDO1	1459	inex
TAMALIN	167	inex
TAMM41	83	inex
TANC1	2346	inex
TANC2	5226	inex
TANGO2	441	inex
TANGO6	369	inex
TANK	145	inex
TAOK1	433	inex
TAOK2	582	inex
TAOK3	1260	inex
TAP1	101	inex
TAP2	184	inex
TAPT1	3701	inex
TARBP1	644	inex
TARBP2	226	inex
TARS1	628	inex
TASL	21	inex
TASOR	2114	inex
TASOR2	135	inex
TASP1	1899	inex
TAT	468	inex
TATDN1	553	inex
TATDN3	423	inex
TAX1BP1	7928	inex
TAX1BP3	302	inex
TAZ	453	inex
TBC1D1	336	inex
TBC1D10A	214	inex
TBC1D10B	456	inex
TBC1D10C	113	inex
TBC1D12	1776	inex
TBC1D13	742	inex
TBC1D15	1528	inex
TBC1D16	1122	inex
TBC1D17	930	inex
TBC1D19	317	inex
TBC1D2	281	inex
TBC1D20	178	inex
TBC1D21	54	inex
TBC1D22A	1656	inex
TBC1D22B	325	inex
TBC1D23	715	inex
TBC1D24	177	inex
TBC1D25	706	inex
TBC1D2B	353	inex
TBC1D30	4115	inex
TBC1D31	81	inex
TBC1D32	1310	inex
TBC1D4	1279	inex
TBC1D5	4883	inex
TBC1D8	1437	inex
TBC1D8B	470	inex
TBC1D9	3864	inex
TBC1D9B	2542	inex
TBCA	6839	inex
TBCB	3635	inex
TBCC	515	inex
TBCCD1	131	inex
TBCD	5014	inex
TBCE	2439	inex
TBCK	702	inex
TBK1	1655	inex
TBKBP1	1719	inex
TBL1X	1115	inex
TBL1XR1	5797	inex
TBL2	230	inex
TBL3	512	inex
TBPL1	1381	inex
TBPL2	25	inex
TBRG1	192	inex
TBX1	105	inex
TBX15	68	inex
TBX18	36	inex
TBX19	121	inex
TBX2	47	inex
TBX20	34	inex
TBX21	11	inex
TBX22	10	inex
TBX3	31	inex
TBX4	68	inex
TBX5	16	inex
TBX6	7	inex
TBXA2R	60	inex
TBXAS1	374	inex
TBXT	278	inex
TC2N	111	inex
TCAIM	1042	inex
TCEA1	1611	inex
TCEA2	232	inex
TCEA3	32	inex
TCEANC2	158	inex
TCERG1	1818	inex
TCERG1L	2388	inex
TCF12	2192	inex
TCF15	101	inex
TCF19	1	inex
TCF20	1543	inex
TCF21	9	inex
TCF24	5	inex
TCF25	514	inex
TCF3	537	inex
TCF4	2317	inex
TCF7	1975	inex
TCF7L1	126	inex
TCF7L2	1170	inex
TCFL5	16	inex
TCIM	379	inex
TCIRG1	202	inex
TCN2	12	inex
TCOF1	990	inex
TCP1	2812	inex
TCP11	114	inex
TCP11L1	1815	inex
TCP11L2	941	inex
TCTA	361	inex
TCTE1	39	inex
TCTN1	170	inex
TCTN2	235	inex
TCTN3	246	inex
TDG	408	inex
TDO2	50	inex
TDP1	305	inex
TDP2	586	inex
TDRD1	47	inex
TDRD10	60	inex
TDRD12	64	inex
TDRD15	109	inex
TDRD3	613	inex
TDRD5	67	inex
TDRD6	95	inex
TDRD7	362	inex
TDRD9	17	inex
TDRKH	171	inex
TEAD1	1314	inex
TEAD2	31	inex
TEAD3	531	inex
TEC	114	inex
TECPR1	260	inex
TECPR2	1387	inex
TECR	1166	inex
TECRL	214	inex
TECTB	103	inex
TEDC1	572	inex
TEDC2	2	inex
TEF	3313	inex
TEFM	129	inex
TEK	80	inex
TEKT1	66	inex
TEKT2	107	inex
TEKT3	43	inex
TEKT4	18	inex
TEKT5	687	inex
TELO2	61	inex
TEN1	88	inex
TENM1	5405	inex
TENM2	5235	inex
TENM3	3311	inex
TENT2	592	inex
TENT4A	472	inex
TENT4B	688	inex
TENT5A	153	inex
TENT5B	571	inex
TEP1	256	inex
TEPSIN	7	inex
TERB1	324	inex
TERB2	14	inex
TERF1	190	inex
TERF2	159	inex
TERT	566	inex
TES	406	inex
TESC	411	inex
TESK1	307	inex
TESK2	517	inex
TESMIN	173	inex
TESPA1	103	inex
TET1	679	inex
TET2	957	inex
TET3	1469	inex
TEX11	68	inex
TEX14	241	inex
TEX15	431	inex
TEX2	1951	inex
TEX26	132	inex
TEX261	26	inex
TEX264	2384	inex
TEX28	23	inex
TEX30	53	inex
TEX33	99	inex
TEX36	17	inex
TEX38	449	inex
TEX43	99	inex
TEX45	4	inex
TEX49	37	inex
TEX50	91	inex
TEX51	2	inex
TEX52	11	inex
TEX55	31	inex
TEX9	275	inex
TFAM	1694	inex
TFAP2A	7	inex
TFAP2B	120	inex
TFAP2C	12	inex
TFAP2D	1	inex
TFAP2E	366	inex
TFAP4	13	inex
TFB1M	319	inex
TFB2M	537	inex
TFCP2	980	inex
TFCP2L1	35	inex
TFDP1	1125	inex
TFE3	261	inex
TFEB	256	inex
TFEC	191	inex
TFG	1428	inex
TFIP11	298	inex
TFPI	57	inex
TFPI2	147	inex
TFPT	460	inex
TFR2	8	inex
TFRC	688	inex
TG	187	inex
TGDS	134	inex
TGFA	20	inex
TGFB1	33	inex
TGFB1I1	286	inex
TGFB2	493	inex
TGFB3	1559	inex
TGFBI	171	inex
TGFBR1	1298	inex
TGFBR2	228	inex
TGFBR3	2313	inex
TGFBRAP1	817	inex
TGIF1	188	inex
TGIF2	317	inex
TGM1	155	inex
TGM2	94	inex
TGM4	156	inex
TGOLN2	1765	inex
TGS1	431	inex
TH	17	inex
THADA	1401	inex
THAP1	149	inex
THAP11	102	inex
THAP12	28	inex
THAP4	1121	inex
THAP5	32	inex
THAP7	374	inex
THAP8	256	inex
THBD	24	inex
THBS1	209	inex
THBS2	201	inex
THBS3	88	inex
THBS4	56	inex
THEGL	124	inex
THEM6	3	inex
THEMIS	8	inex
THG1L	420	inex
THNSL1	236	inex
THNSL2	15	inex
THOC1	881	inex
THOC2	1677	inex
THOC3	328	inex
THOC5	273	inex
THOC6	356	inex
THOC7	613	inex
THOP1	127	inex
THRA	5176	inex
THRAP3	929	inex
THRB	2964	inex
THSD1	79	inex
THSD4	291	inex
THSD7A	7914	inex
THSD7B	1607	inex
THTPA	225	inex
THUMPD1	193	inex
THUMPD2	683	inex
THUMPD3	714	inex
THY1	736	inex
THYN1	349	inex
TIA1	720	inex
TIAL1	1084	inex
TIAM1	2807	inex
TIAM2	376	inex
TICAM2	6	inex
TICRR	68	inex
TIE1	25	inex
TIFA	126	inex
TIGAR	122	inex
TIMELESS	112	inex
TIMM10	1049	inex
TIMM10B	150	inex
TIMM13	3067	inex
TIMM17A	1660	inex
TIMM17B	332	inex
TIMM21	239	inex
TIMM22	63	inex
TIMM23B	1316	inex
TIMM29	218	inex
TIMM44	394	inex
TIMM50	143	inex
TIMM8A	628	inex
TIMM8B	476	inex
TIMM9	447	inex
TIMMDC1	231	inex
TIMP1	2516	inex
TIMP2	5172	inex
TIMP3	667	inex
TIMP4	114	inex
TINAG	10	inex
TINAGL1	127	inex
TINF2	77	inex
TIPIN	154	inex
TIPRL	989	inex
TJAP1	695	inex
TJP1	2087	inex
TJP2	885	inex
TJP3	127	inex
TK1	36	inex
TK2	3013	inex
TKFC	547	inex
TKT	1759	inex
TKTL1	550	inex
TLCD1	67	inex
TLCD2	65	inex
TLCD3A	25	inex
TLCD3B	3831	inex
TLDC2	9	inex
TLE1	1779	inex
TLE2	73	inex
TLE5	263	inex
TLK1	3409	inex
TLK2	1100	inex
TLL1	1135	inex
TLN1	239	inex
TLN2	942	inex
TLR2	8	inex
TLR3	52	inex
TLR4	17	inex
TLR5	210	inex
TLX1	38	inex
TLX3	1	inex
TM2D1	756	inex
TM2D2	409	inex
TM2D3	251	inex
TM4SF18	4	inex
TM4SF19	241	inex
TM4SF4	94	inex
TM6SF1	305	inex
TM6SF2	34	inex
TM7SF2	72	inex
TM7SF3	424	inex
TM9SF1	379	inex
TM9SF2	2358	inex
TM9SF3	2742	inex
TM9SF4	426	inex
TMA16	490	inex
TMBIM4	2572	inex
TMBIM6	7125	inex
TMC1	14	inex
TMC2	216	inex
TMC3	6	inex
TMC4	63	inex
TMC5	9	inex
TMC6	17	inex
TMC7	500	inex
TMCC1	2316	inex
TMCC2	293	inex
TMCC3	1332	inex
TMCO1	1119	inex
TMCO3	647	inex
TMCO4	66	inex
TMCO6	401	inex
TMED10	1521	inex
TMED2	310	inex
TMED4	2756	inex
TMED5	161	inex
TMED6	1	inex
TMED7	1929	inex
TMED8	541	inex
TMED9	1142	inex
TMEFF1	1419	inex
TMEFF2	3194	inex
TMEM100	131	inex
TMEM101	1204	inex
TMEM104	513	inex
TMEM106A	31	inex
TMEM106B	2518	inex
TMEM106C	422	inex
TMEM107	111	inex
TMEM108	2292	inex
TMEM109	1	inex
TMEM11	134	inex
TMEM114	4	inex
TMEM115	565	inex
TMEM116	29	inex
TMEM119	20	inex
TMEM120A	440	inex
TMEM120B	674	inex
TMEM121	515	inex
TMEM121B	32	inex
TMEM123	28	inex
TMEM125	35	inex
TMEM127	70	inex
TMEM128	1354	inex
TMEM129	609	inex
TMEM130	386	inex
TMEM131	3013	inex
TMEM131L	1502	inex
TMEM132A	43	inex
TMEM132B	922	inex
TMEM132C	240	inex
TMEM132E	458	inex
TMEM135	1607	inex
TMEM138	110	inex
TMEM140	78	inex
TMEM141	392	inex
TMEM143	434	inex
TMEM144	987	inex
TMEM145	843	inex
TMEM147	1355	inex
TMEM14A	1763	inex
TMEM14C	591	inex
TMEM150A	89	inex
TMEM150B	100	inex
TMEM150C	1852	inex
TMEM151A	675	inex
TMEM151B	592	inex
TMEM154	46	inex
TMEM158	19	inex
